id,name,group,section,provisional,country,url,image,pdf
82,PETIT BRABANÇON,Perros de compañía,Perros belgas de talla pequeña,,BÉLGICA,https://www.fci.be/es/nomenclature/PETIT-BRABANCON-82.html,https://www.fci.be/Nomenclature/Illustrations/082g09.jpg,https://www.fci.be/Nomenclature/Standards/082g09-es.pdf
83,SCHIPPERKE,Perros de pastor y perros boyeros,Perros de pastor,,BÉLGICA,https://www.fci.be/es/nomenclature/SCHIPPERKE-83.html,,https://www.fci.be/Nomenclature/Standards/083g01-es.pdf
84,CHIEN DE SAINT HUBERT,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,BÉLGICA,https://www.fci.be/es/nomenclature/CHIEN-DE-SAINT-HUBERT-84.html,,https://www.fci.be/Nomenclature/Standards/084g06-es.pdf
85,WEST HIGHLAND WHITE TERRIER,Terriers,Terriers de talla pequeña,,REINO UNIDO,https://www.fci.be/es/nomenclature/WEST-HIGHLAND-WHITE-TERRIER-85.html,https://www.fci.be/Nomenclature/Illustrations/085g03.jpg,https://www.fci.be/Nomenclature/Standards/085g03-es.pdf
86,YORKSHIRE TERRIER,Terriers,Terriers de compañía,,REINO UNIDO,https://www.fci.be/es/nomenclature/YORKSHIRE-TERRIER-86.html,https://www.fci.be/Nomenclature/Illustrations/086g03.jpg,https://www.fci.be/Nomenclature/Standards/086g03-es.pdf
87,PERRO DE PASTOR CATALÁN,Perros de pastor y perros boyeros,Perros de pastor,,ESPAÑA,https://www.fci.be/es/nomenclature/PERRO-DE-PASTOR-CATALAN-87.html,,https://www.fci.be/Nomenclature/Standards/087g01-es.pdf
88,PERRO PASTOR DE SHETLAND,Perros de pastor y perros boyeros,Perros de pastor,,REINO UNIDO,https://www.fci.be/es/nomenclature/PERRO-PASTOR-DE-SHETLAND-88.html,https://www.fci.be/Nomenclature/Illustrations/088g01.jpg,https://www.fci.be/Nomenclature/Standards/088g01-es.pdf
89,PODENCO IBICENCO,Perros tipo spitz y tipo primitivo,Tipo primitivo - Perros de caza,,ESPAÑA,https://www.fci.be/es/nomenclature/PODENCO-IBICENCO-89.html,,https://www.fci.be/Nomenclature/Standards/089g05-es.pdf
90,PERDIGUERO DE BURGOS,Perros de muestra,Perros de muestra continentales,,ESPAÑA,https://www.fci.be/es/nomenclature/PERDIGUERO-DE-BURGOS-90.html,,https://www.fci.be/Nomenclature/Standards/090g07-es.pdf
91,MASTÍN ESPAÑOL,Perros tipo pinscher y schnauzer,Molosoides,,ESPAÑA,https://www.fci.be/es/nomenclature/MASTIN-ESPANOL-91.html,,https://www.fci.be/Nomenclature/Standards/091g02-es.pdf
92,MASTÍN DEL PIRINEO,Perros tipo pinscher y schnauzer,Molosoides,,ESPAÑA,https://www.fci.be/es/nomenclature/MASTIN-DEL-PIRINEO-92.html,,https://www.fci.be/Nomenclature/Standards/092g02-es.pdf
93,PERRO DE PASTOR PORTUGUÉS,Perros de pastor y perros boyeros,Perros de pastor,,PORTUGAL,https://www.fci.be/es/nomenclature/PERRO-DE-PASTOR-PORTUGUES-93.html,https://www.fci.be/Nomenclature/Illustrations/093g01.jpg,https://www.fci.be/Nomenclature/Standards/093g01-es.pdf
94,PODENCO PORTUGUÉS,Perros tipo spitz y tipo primitivo,Tipo primitivo - Perros de caza,,PORTUGAL,https://www.fci.be/es/nomenclature/PODENCO-PORTUGUES-94.html,https://www.fci.be/Nomenclature/Illustrations/094g05-1.jpg,https://www.fci.be/Nomenclature/Standards/094g05-es.pdf
95,SPANIEL BRETÓN,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/SPANIEL-BRETON-95.html,https://www.fci.be/Nomenclature/Illustrations/095g07.jpg,https://www.fci.be/Nomenclature/Standards/095g07-es.pdf
96,RAFEIRO DEL ALENTEJO,Perros tipo pinscher y schnauzer,Molosoides,,PORTUGAL,https://www.fci.be/es/nomenclature/RAFEIRO-DEL-ALENTEJO-96.html,https://www.fci.be/Nomenclature/Illustrations/096g02.jpg,https://www.fci.be/Nomenclature/Standards/096g02-es.pdf
97,SPITZ ALEMÁN,Perros tipo spitz y tipo primitivo,Spitz europeos,,ALEMANIA,https://www.fci.be/es/nomenclature/SPITZ-ALEMAN-97.html,https://www.fci.be/Nomenclature/Illustrations/097g05-1.jpg,https://www.fci.be/Nomenclature/Standards/097g05-es.pdf
98,PERRO DE MUESTRA ALEMÁN DE PELO DURO,Perros de muestra,Perros de muestra continentales,,ALEMANIA,https://www.fci.be/es/nomenclature/PERRO-DE-MUESTRA-ALEMAN-DE-PELO-DURO-98.html,https://www.fci.be/Nomenclature/Illustrations/098g07.jpg,https://www.fci.be/Nomenclature/Standards/098g07-es.pdf
99,WEIMARANER,Perros de muestra,Perros de muestra continentales,,ALEMANIA,https://www.fci.be/es/nomenclature/WEIMARANER-99.html,https://www.fci.be/Nomenclature/Illustrations/099g07-1.jpg,
100,PERRO TEJONERO DE WESTFALIA,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,ALEMANIA,https://www.fci.be/es/nomenclature/PERRO-TEJONERO-DE-WESTFALIA-100.html,,https://www.fci.be/Nomenclature/Standards/100g06-es.pdf
101,BULLDOG FRANCÉS,Perros de compañía,Molosoides de talla pequeña,,FRANCIA,https://www.fci.be/es/nomenclature/BULLDOG-FRANCES-101.html,https://www.fci.be/Nomenclature/Illustrations/101g09.jpg,https://www.fci.be/Nomenclature/Standards/101g09-es.pdf
102,PEQUEÑO MÜNSTERLÄNDER,Perros de muestra,Perros de muestra continentales,,ALEMANIA,https://www.fci.be/es/nomenclature/PEQUENO-MUNSTERLANDER-102.html,,
103,TERRIER CAZADOR ALEMÁN,Terriers,Terriers de talla grande y media,,ALEMANIA,https://www.fci.be/es/nomenclature/TERRIER-CAZADOR-ALEMAN-103.html,https://www.fci.be/Nomenclature/Illustrations/103g03-1.jpg,https://www.fci.be/Nomenclature/Standards/103g03-es.pdf
104,PERDIGUERO ALEMÁN,Perros cobradores de caza,Perros levantadores de caza,,ALEMANIA,https://www.fci.be/es/nomenclature/PERDIGUERO-ALEMAN-104.html,https://www.fci.be/Nomenclature/Illustrations/104g08.jpg,https://www.fci.be/Nomenclature/Standards/104g08-es.pdf
105,PERRO DE AGUA FRANCÉS,Perros cobradores de caza,Perros de agua,,FRANCIA,https://www.fci.be/es/nomenclature/PERRO-DE-AGUA-FRANCES-105.html,https://www.fci.be/Nomenclature/Illustrations/105g08.jpg,https://www.fci.be/Nomenclature/Standards/105g08-es.pdf
106,SPANIEL AZUL DE PICARDIA,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/SPANIEL-AZUL-DE-PICARDIA-106.html,https://www.fci.be/Nomenclature/Illustrations/106g07.jpg,
107,GRIFÓN DE MUESTRA DE PELO DURO,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/GRIFON-DE-MUESTRA-DE-PELO-DURO-107.html,https://www.fci.be/Nomenclature/Illustrations/107g07.jpg,https://www.fci.be/Nomenclature/Standards/107g07-es.pdf
108,SPANIEL PICARDO,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/SPANIEL-PICARDO-108.html,https://www.fci.be/Nomenclature/Illustrations/108g07.jpg,
109,CLUMBER SPANIEL,Perros cobradores de caza,Perros levantadores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/CLUMBER-SPANIEL-109.html,https://www.fci.be/Nomenclature/Illustrations/109g08.jpg,https://www.fci.be/Nomenclature/Standards/109g08-es.pdf
110,COBRADOR DE PELO RIZADO,Perros cobradores de caza,Perros cobradores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/COBRADOR-DE-PELO-RIZADO-110.html,https://www.fci.be/Nomenclature/Illustrations/110g08.jpg,https://www.fci.be/Nomenclature/Standards/110g08-es.pdf
111,COBRADOR DORADO,Perros cobradores de caza,Perros cobradores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/COBRADOR-DORADO-111.html,https://www.fci.be/Nomenclature/Illustrations/111g08.jpg,https://www.fci.be/Nomenclature/Standards/111g08-es.pdf
113,PASTOR DE BRIE,Perros de pastor y perros boyeros,Perros de pastor,,FRANCIA,https://www.fci.be/es/nomenclature/PASTOR-DE-BRIE-113.html,https://www.fci.be/Nomenclature/Illustrations/113g01.jpg,https://www.fci.be/Nomenclature/Standards/113g01-es.pdf
114,SPANIEL DE PONT-AUDEMER,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/SPANIEL-DE-PONT-AUDEMER-114.html,https://www.fci.be/Nomenclature/Illustrations/114g07.jpg,https://www.fci.be/Nomenclature/Standards/114g07-es.pdf
115,BRACO SAINT-GERMAIN,Perros de muestra,Perros de muestra continentales,,FRANCIA,https://www.fci.be/es/nomenclature/BRACO-SAINT-GERMAIN-115.html,https://www.fci.be/Nomenclature/Illustrations/115g07.jpg,https://www.fci.be/Nomenclature/Standards/115g07-es.pdf
116,DOGO DE BURDEOS,Perros tipo pinscher y schnauzer,Molosoides,,FRANCIA,https://www.fci.be/es/nomenclature/DOGO-DE-BURDEOS-116.html,https://www.fci.be/Nomenclature/Illustrations/116g02.jpg,https://www.fci.be/Nomenclature/Standards/116g02-es.pdf
117,DEUTSCH LANGHAAR,Perros de muestra,Perros de muestra continentales,,ALEMANIA,https://www.fci.be/es/nomenclature/DEUTSCH-LANGHAAR-117.html,https://www.fci.be/Nomenclature/Illustrations/117g07.jpg,https://www.fci.be/Nomenclature/Standards/117g07-es.pdf
118,GRAN MUNSTERLANDER,Perros de muestra,Perros de muestra continentales,,ALEMANIA,https://www.fci.be/es/nomenclature/GRAN-MUNSTERLANDER-118.html,https://www.fci.be/Nomenclature/Illustrations/118g07.jpg,https://www.fci.be/Nomenclature/Standards/118g07-es.pdf
119,BRACO ALEMÁN DE PELO CORTO,Perros de muestra,Perros de muestra continentales,,ALEMANIA,https://www.fci.be/es/nomenclature/BRACO-ALEMAN-DE-PELO-CORTO-119.html,https://www.fci.be/Nomenclature/Illustrations/119g07.jpg,https://www.fci.be/Nomenclature/Standards/119g07-es.pdf
120,SETTER IRLANDÉS ROJO,Perros de muestra,Perros de muestra ingleses e irlandeses,,IRLANDA,https://www.fci.be/es/nomenclature/SETTER-IRLANDES-ROJO-120.html,,https://www.fci.be/Nomenclature/Standards/120g07-es.pdf
121,COBRADOR DE PELO LISO,Perros cobradores de caza,Perros cobradores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/COBRADOR-DE-PELO-LISO-121.html,https://www.fci.be/Nomenclature/Illustrations/121g08.jpg,https://www.fci.be/Nomenclature/Standards/121g08-es.pdf
122,LABRADOR RETRIEVER,Perros cobradores de caza,Perros cobradores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/LABRADOR-RETRIEVER-122.html,https://www.fci.be/Nomenclature/Illustrations/122g08.jpg,https://www.fci.be/Nomenclature/Standards/122g08-es.pdf
123,FIELD SPANIEL,Perros cobradores de caza,Perros levantadores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/FIELD-SPANIEL-123.html,https://www.fci.be/Nomenclature/Illustrations/123g08.jpg,https://www.fci.be/Nomenclature/Standards/123g08-es.pdf
124,PERRO DE AGUA IRLANDÉS,Perros cobradores de caza,Perros de agua,,IRLANDA,https://www.fci.be/es/nomenclature/PERRO-DE-AGUA-IRLANDES-124.html,,https://www.fci.be/Nomenclature/Standards/124g08-es.pdf
125,SPRINGER SPANIEL INGLÉS,Perros cobradores de caza,Perros levantadores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/SPRINGER-SPANIEL-INGLES-125.html,https://www.fci.be/Nomenclature/Illustrations/125g08.jpg,https://www.fci.be/Nomenclature/Standards/125g08-es.pdf
126,SPRINGER SPANIEL GALÉS,Perros cobradores de caza,Perros levantadores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/SPRINGER-SPANIEL-GALES-126.html,https://www.fci.be/Nomenclature/Illustrations/126g08.jpg,https://www.fci.be/Nomenclature/Standards/126g08-es.pdf
127,SUSSEX SPANIEL,Perros cobradores de caza,Perros levantadores de caza,,REINO UNIDO,https://www.fci.be/es/nomenclature/SUSSEX-SPANIEL-127.html,https://www.fci.be/Nomenclature/Illustrations/127g08.jpg,https://www.fci.be/Nomenclature/Standards/127g08-es.pdf
128,KING CHARLES SPANIEL,Perros de compañía,Spaniels ingleses de compañía,,REINO UNIDO,https://www.fci.be/es/nomenclature/KING-CHARLES-SPANIEL-128.html,https://www.fci.be/Nomenclature/Illustrations/128g09.jpg,https://www.fci.be/Nomenclature/Standards/128g09-es.pdf
129,SABUESO DE SMÅLAND,"Perros Tipo sabueso, perros de rastro y razas semejantes",Perros tipo sabueso,,SUECIA,https://www.fci.be/es/nomenclature/SABUESO-DE-SMALAND-129.html,https://www.fci.be/Nomenclature/Illustrations/129g06.jpg,https://www.fci.be/Nomenclature/Standards/129g06-es.pdf
