id,name,group,section,provisional,country,url,image,pdf
136,CAVALIER KING CHARLES SPANIEL,Gesellschafts,Englische Gesellschaftsspaniel,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/CAVALIER-KING-CHARLES-SPANIEL-136.html,https://www.fci.be/Nomenclature/Illustrations/136g09.jpg,https://www.fci.be/Nomenclature/Standards/136g09-de.pdf
137,PYRENÄEN-BERGHUND,Pinscher und Schnauzer,Molossoide,,FRANKREICH,https://www.fci.be/de/nomenclature/PYRENAEN-BERGHUND-137.html,https://www.fci.be/Nomenclature/Illustrations/137g02.jpg,https://www.fci.be/Nomenclature/Standards/137g02-de.pdf
138,PYRENAEN-HUTEHUND MIT KURZHAARIGEM GESICHT,Hütehunde und Treibhunde,Schäferhunde,,FRANKREICH,https://www.fci.be/de/nomenclature/PYRENAEN-HUTEHUND-MIT-KURZHAARIGEM-GESICHT-138.html,https://www.fci.be/Nomenclature/Illustrations/138g01.jpg,https://www.fci.be/Nomenclature/Standards/138g01-de.pdf
139,IRISCHER TERRIER,Terrier,Hochläufige Terrier,,IRLAND,https://www.fci.be/de/nomenclature/IRISCHER-TERRIER-139.html,,https://www.fci.be/Nomenclature/Standards/139g03-de.pdf
140,BOSTON TERRIER,Gesellschafts,Kleine doggenartige Hunde,,VEREINIGTE STAATEN VON AMERIKA,https://www.fci.be/de/nomenclature/BOSTON-TERRIER-140.html,,https://www.fci.be/Nomenclature/Standards/140g09-de.pdf
141,LANGHAARIGER PYRENAEN-SCHAFERHUND,Hütehunde und Treibhunde,Schäferhunde,,FRANKREICH,https://www.fci.be/de/nomenclature/LANGHAARIGER-PYRENAEN-SCHAFERHUND-141.html,https://www.fci.be/Nomenclature/Illustrations/141g01.jpg,https://www.fci.be/Nomenclature/Standards/141g01-de.pdf
142,SLOWAKISCHER TSCHUVATSCH,Hütehunde und Treibhunde,Schäferhunde,,SLOWAKEI,https://www.fci.be/de/nomenclature/SLOWAKISCHER-TSCHUVATSCH-142.html,,https://www.fci.be/Nomenclature/Standards/142g01-de.pdf
143,DOBERMANN,Pinscher und Schnauzer,Pinscher und Schnauzer,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/DOBERMANN-143.html,https://www.fci.be/Nomenclature/Illustrations/143g02.jpg,https://www.fci.be/Nomenclature/Standards/143g02-de.pdf
144,DEUTSCHER BOXER,Pinscher und Schnauzer,Molossoide,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/DEUTSCHER-BOXER-144.html,https://www.fci.be/Nomenclature/Illustrations/144g02.jpg,https://www.fci.be/Nomenclature/Standards/144g02-de.pdf
145,LEONBERGER,Pinscher und Schnauzer,Molossoide,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/LEONBERGER-145.html,,https://www.fci.be/Nomenclature/Standards/145g02-de.pdf
146,RHODESIAN RIDGEBACK,"Laufhunde, Schweisshunde und verwandte Rassen",Verwandte Rassen,,SÜDAFRIKA,https://www.fci.be/de/nomenclature/RHODESIAN-RIDGEBACK-146.html,,https://www.fci.be/Nomenclature/Standards/146g06-de.pdf
147,ROTTWEILER,Pinscher und Schnauzer,Molossoide,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/ROTTWEILER-147.html,,https://www.fci.be/Nomenclature/Standards/147g02-de.pdf
148,DACHSHUND,Dachshunde,,,DEUTSCHLAND,https://www.fci.be/de/nomenclature/DACHSHUND-148.html,https://www.fci.be/Nomenclature/Illustrations/148g04-1.jpg,https://www.fci.be/Nomenclature/Standards/148g04-de.pdf
149,BULLDOG,Pinscher und Schnauzer,Molossoide,,GROßBRITANNIEN,https://www.fci.be/de/nomenclature/BULLDOG-149.html,https://www.fci.be/Nomenclature/Illustrations/149g02.jpg,https://www.fci.be/Nomenclature/Standards/149g02-de.pdf
150,SERBISCHER LAUFHUND,"Laufhunde, Schweisshunde und verwandte Rassen",Laufhunde,,SERBIEN,https://www.fci.be/de/nomenclature/SERBISCHER-LAUFHUND-150.html,https://www.fci.be/Nomenclature/Illustrations/150g06.jpg,https://www.fci.be/Nomenclature/Standards/150g06-de.pdf
151,KURZHAARIGE ISTRIANER BRACKE,"Laufhunde, Schweisshunde und verwandte Rassen",Laufhunde,,KROATIEN,https://www.fci.be/de/nomenclature/KURZHAARIGE-ISTRIANER-BRACKE-151.html,https://www.fci.be/Nomenclature/Illustrations/151g06.jpg,https://www.fci.be/Nomenclature/Standards/151g06-de.pdf
152,RAUHHAARIGE ISTRIANER BRACKE,"Laufhunde, Schweisshunde und verwandte Rassen",Laufhunde,,KROATIEN,https://www.fci.be/de/nomenclature/RAUHHAARIGE-ISTRIANER-BRACKE-152.html,https://www.fci.be/Nomenclature/Illustrations/152g06.jpg,https://www.fci.be/Nomenclature/Standards/152g06-de.pdf
